LEI,Entity.LegalName,Entity.LegalName.xmllang,Entity.OtherEntityNames.OtherEntityName.1,Entity.OtherEntityNames.OtherEntityName.1.xmllang,Entity.OtherEntityNames.OtherEntityName.1.type,Entity.OtherEntityNames.OtherEntityName.2,Entity.OtherEntityNames.OtherEntityName.2.xmllang,Entity.OtherEntityNames.OtherEntityName.2.type,Entity.OtherEntityNames.OtherEntityName.3,Entity.OtherEntityNames.OtherEntityName.3.xmllang,Entity.OtherEntityNames.OtherEntityName.3.type,Entity.OtherEntityNames.OtherEntityName.4,Entity.OtherEntityNames.OtherEntityName.4.xmllang,Entity.OtherEntityNames.OtherEntityName.4.type,Entity.OtherEntityNames.OtherEntityName.5,Entity.OtherEntityNames.OtherEntityName.5.xmllang,Entity.OtherEntityNames.OtherEntityName.5.type,Entity.TransliteratedOtherEntityNames.TransliteratedOtherEntityName.1,Entity.TransliteratedOtherEntityNames.TransliteratedOtherEntityName.1.xmllang,Entity.TransliteratedOtherEntityNames.TransliteratedOtherEntityName.1.type,Entity.LegalAddress.xmllang,Entity.LegalAddress.FirstAddressLine,Entity.LegalAddress.MailRouting,Entity.LegalAddress.AdditionalAddressLine.1,Entity.LegalAddress.AdditionalAddressLine.2,Entity.LegalAddress.AdditionalAddressLine.3,Entity.LegalAddress.City,Entity.LegalAddress.Region,Entity.LegalAddress.Country,Entity.LegalAddress.PostalCode,Entity.HeadquartersAddress.xmllang,Entity.HeadquartersAddress.FirstAddressLine,Entity.HeadquartersAddress.MailRouting,Entity.HeadquartersAddress.AdditionalAddressLine.1,Entity.HeadquartersAddress.AdditionalAddressLine.2,Entity.HeadquartersAddress.AdditionalAddressLine.3,Entity.HeadquartersAddress.City,Entity.HeadquartersAddress.Region,Entity.HeadquartersAddress.Country,Entity.HeadquartersAddress.PostalCode,Entity.OtherAddresses.OtherAddress.1.xmllang,Entity.OtherAddresses.OtherAddress.1.type,Entity.OtherAddresses.OtherAddress.1.FirstAddressLine,Entity.OtherAddresses.OtherAddress.1.AdditionalAddressLine.1,Entity.OtherAddresses.OtherAddress.1.AdditionalAddressLine.2,Entity.OtherAddresses.OtherAddress.1.AdditionalAddressLine.3,Entity.OtherAddresses.OtherAddress.1.City,Entity.OtherAddresses.OtherAddress.1.Region,Entity.OtherAddresses.OtherAddress.1.Country,Entity.OtherAddresses.OtherAddress.1.PostalCode,Entity.OtherAddresses.OtherAddress.2.xmllang,Entity.OtherAddresses.OtherAddress.2.type,Entity.OtherAddresses.OtherAddress.2.FirstAddressLine,Entity.OtherAddresses.OtherAddress.2.AdditionalAddressLine.1,Entity.OtherAddresses.OtherAddress.2.AdditionalAddressLine.2,Entity.OtherAddresses.OtherAddress.2.AdditionalAddressLine.3,Entity.OtherAddresses.OtherAddress.2.City,Entity.OtherAddresses.OtherAddress.2.Region,Entity.OtherAddresses.OtherAddress.2.Country,Entity.OtherAddresses.OtherAddress.2.PostalCode,Entity.RegistrationAuthority.RegistrationAuthorityID,Entity.RegistrationAuthority.OtherRegistrationAuthorityID,Entity.RegistrationAuthority.RegistrationAuthorityEntityID,Entity.LegalJurisdiction,Entity.EntityCategory,Entity.LegalForm.EntityLegalFormCode,Entity.LegalForm.OtherLegalForm,Entity.EntityStatus,Entity.EntityCreationDate,Entity.LegalEntityEvents.LegalEntityEvent.1.group_type,Entity.LegalEntityEvents.LegalEntityEvent.1.event_status,Entity.LegalEntityEvents.LegalEntityEvent.1.group_id,Entity.LegalEntityEvents.LegalEntityEvent.1.LegalEntityEventType,Entity.LegalEntityEvents.LegalEntityEvent.1.LegalEntityEventEffectiveDate,Entity.LegalEntityEvents.LegalEntityEvent.1.LegalEntityEventRecordedDate,Entity.LegalEntityEvents.LegalEntityEvent.1.ValidationDocuments,Entity.LegalEntityEvents.LegalEntityEvent.2.group_type,Entity.LegalEntityEvents.LegalEntityEvent.2.event_status,Entity.LegalEntityEvents.LegalEntityEvent.2.group_id,Entity.LegalEntityEvents.LegalEntityEvent.2.LegalEntityEventType,Entity.LegalEntityEvents.LegalEntityEvent.2.LegalEntityEventEffectiveDate,Entity.LegalEntityEvents.LegalEntityEvent.2.LegalEntityEventRecordedDate,Entity.LegalEntityEvents.LegalEntityEvent.2.ValidationDocuments,Entity.LegalEntityEvents.LegalEntityEvent.3.group_type,Entity.LegalEntityEvents.LegalEntityEvent.3.event_status,Entity.LegalEntityEvents.LegalEntityEvent.3.LegalEntityEventType,Entity.LegalEntityEvents.LegalEntityEvent.3.LegalEntityEventEffectiveDate,Entity.LegalEntityEvents.LegalEntityEvent.3.LegalEntityEventRecordedDate,Entity.LegalEntityEvents.LegalEntityEvent.3.ValidationDocuments,Entity.LegalEntityEvents.LegalEntityEvent.4.group_type,Entity.LegalEntityEvents.LegalEntityEvent.4.event_status,Entity.LegalEntityEvents.LegalEntityEvent.4.LegalEntityEventType,Entity.LegalEntityEvents.LegalEntityEvent.4.LegalEntityEventEffectiveDate,Entity.LegalEntityEvents.LegalEntityEvent.4.LegalEntityEventRecordedDate,Entity.LegalEntityEvents.LegalEntityEvent.4.ValidationDocuments,Registration.InitialRegistrationDate,Registration.LastUpdateDate,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ManagingLOU,Registration.ValidationSources,Registration.ValidationAuthority.ValidationAuthorityID,Registration.ValidationAuthority.OtherValidationAuthorityID,Registration.ValidationAuthority.ValidationAuthorityEntityID,Registration.OtherValidationAuthorities.OtherValidationAuthority.1.ValidationAuthorityID,Registration.OtherValidationAuthorities.OtherValidationAuthority.1.OtherValidationAuthorityID,Registration.OtherValidationAuthorities.OtherValidationAuthority.1.ValidationAuthorityEntityID
5493001UMB6MGN6RNZ48,"Citigroup Venture Capital International Growth Partnership (Employee) II, L.P.",en,,,,,,,,,,,,,,,,,,,en,P. O. Box 309,c/o MAPLES CORPORATE SERVICES LIMITED,Ugland House,South Church Street,,George Town,,KY,KY1-1104,en,P. O. Box 309,c/o MAPLES CORPORATE SERVICES LIMITED,Ugland House,South Church Street,,George Town,,KY,KY1-1104,,,,,,,,,,,,,,,,,,,,,RA000086,,18752,KY,GENERAL,6XB7,,ACTIVE,2006-12-06T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:55:00+00:00,2023-04-20T10:08:51+00:00,ISSUED,2024-04-20T10:08:53+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000086,,18752,,,
5493001Y30M4ILIRQG85,"CITI BUSINESS SERVICES COSTA RICA, SOCIEDAD DE RESPONSABILIDAD LIMITADA",es,,,,,,,,,,,,,,,,,,,es,"Centro Corporativo El Cafetal Pisos 1, 2 y 3 D 4, Edificio A y C",,,,,La Ribera,CR-H,CR,40101,es,"Centro Corporativo El Cafetal Pisos 1, 2 y 3 D 4, Edificio A y C",,,,,La Ribera,CR-H,CR,40101,,,,,,,,,,,,,,,,,,,,,RA000154,,3-102-516459,CR,GENERAL,P864,,ACTIVE,2008-01-18T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:48:00+00:00,2023-04-27T11:19:47+00:00,ISSUED,2024-05-27T14:17:01+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000154,,3-102-516459,,,
5493001YYQ0XLPG3GL24,CFJホールディングス株式会社,ja,CFJ Holdings Limited,en,ALTERNATIVE_LANGUAGE_LEGAL_NAME,,,,,,,,,,,,,,,,ja,新宿区新宿六丁目２７番３０号,,,,,東京都,JP-13,JP,160-0022,ja,新宿区新宿六丁目２７番３０号,,,,,東京都,JP-13,JP,160-0022,,,,,,,,,,,,,,,,,,,,,RA000412,,0100-01-133582,JP,GENERAL,T417,,ACTIVE,1990-04-25T00:00:00+00:00,STANDALONE,COMPLETED,,CHANGE_LEGAL_NAME,2022-04-19T00:00:00+00:00,2022-04-30T14:28:40+00:00,SUPPORTING_DOCUMENTS,STANDALONE,COMPLETED,,CHANGE_HQ_ADDRESS,2022-04-19T00:00:00+00:00,2022-04-30T14:28:40+00:00,SUPPORTING_DOCUMENTS,STANDALONE,COMPLETED,CHANGE_LEGAL_ADDRESS,2022-04-19T00:00:00+00:00,2022-04-30T14:28:40+00:00,SUPPORTING_DOCUMENTS,,,,,,,2016-05-05T01:54:00+00:00,2023-05-19T12:46:21+00:00,ISSUED,2024-05-27T14:18:39+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000412,,0100-01-133582,,,
54930023HE3BXM0ZBX68,"PRIME REINSURANCE COMPANY, INC.",en,,,,,,,,,,,,,,,,,,,en,"30 Main Street, Suite 500",,,,,Burlington,US-VT,US,05401,en,399 PARK AVENUE,,,,,NEW YORK,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000640,,0130474,US-VT,GENERAL,GZMZ,,ACTIVE,2010-02-11T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:50:00+00:00,2023-05-01T10:45:07+00:00,ISSUED,2024-05-27T14:17:26+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000640,,0130474,,,
54930023NCMI2TNHS169,HOLDING BUSA II S DE RL DE CV,es,,,,,,,,,,,,,,,,,,,es,5to Piso,,Isabel la Catolica 165,Obrera,,Mexico City,,MX,06800,es,5to Piso,,Isabel la Catolica 165,Obrera,,Mexico City,,MX,06800,,,,,,,,,,,,,,,,,,,,,RA000449,,HBI011031HY3,MX,GENERAL,XLVZ,,ACTIVE,2001-10-31T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:54:00+00:00,2023-05-04T11:44:04+00:00,ISSUED,2024-05-27T14:18:34+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000449,,HBI011031HY3,,,
54930023ORC1CLCNQA42,CITIBANK INSURANCE BROKERAGE S.A.,en,,,,,,,,,,,,,,,,,,,en,54 SYNGROU AVENUE,,,,,ATHENS,GR-I,GR,117 42,en,54 SYNGROU AVENUE,,,,,ATHENS,GR-I,GR,117 42,,,,,,,,,,,,,,,,,,,,,RA999999,,,GR,GENERAL,W2NK,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:49:00Z,2023-07-31T17:11:36.903Z,LAPSED,2018-07-24T23:51:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,RA999999,,,,,
549300242J3IJCOSGI49,CITITRUST COLOMBIA S A SOCIEDAD FIDUCIARIA,en,,,,,,,,,,,,,,,,,,,en,"Carrera 9 A, 99-02, piso 3",,,,,Bogota,CO-DC,CO,110911,en,"Carrera 9 A, 99-02, piso 3",,,,,Bogota,CO-DC,CO,110911,,,,,,,,,,,,,,,,,,,,,RA000101,,00000800146814 - 8,CO,GENERAL,3RHN,,ACTIVE,1991-11-14T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:55:00+00:00,2023-05-15T09:31:28+00:00,ISSUED,2024-05-27T14:18:11+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000101,,00000800146814 - 8,,,
54930024A6ZYN7NZVF73,CITI LOAN FUNDING GCPH TRS LLC,en,,,,,,,,,,,,,,,,,,,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,,,,,,,,,,,,,,,,,,,,,RA000602,,5614294,US-DE,GENERAL,HZEH,,ACTIVE,2014-10-02T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-01T14:34:00+00:00,2023-04-21T14:54:42+00:00,ISSUED,2024-05-27T14:10:36+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,5614294,,,
54930024YY5YVEUGO776,CITICAPITAL LEASING (MARCH) LIMITED,en,,,,,,,,,,,,,,,,,,,en,Citigroup Centre,,Canada Square,Canary Wharf,,London,GB-LND,GB,E14 5LB,en,Citigroup Centre,,Canada Square,Canary Wharf,,London,GB-LND,GB,E14 5LB,,,,,,,,,,,,,,,,,,,,,RA000585,,01584166,GB,GENERAL,H0PO,,ACTIVE,1981-09-04T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:54:00+00:00,2023-04-28T18:58:08+00:00,ISSUED,2024-05-27T14:17:24+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000585,,01584166,,,
549300267MYNOI77S623,Travelers Auto Leasing LLC,en,,,,,,,,,,,,,,,,,,,en,C/O The Corporation Trust Company,,Corporation Trust Center,1209 Orange Street,,Wilmington,US-DE,US,19801,en,C/O The Corporation Trust Company,,Corporation Trust Center,1209 Orange Street,,Wilmington,US-DE,US,19801,,,,,,,,,,,,,,,,,,,,,RA000602,,2831097,US-DE,GENERAL,HZEH,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:50:00.000Z,2023-08-04T15:40:22.022Z,LAPSED,2018-07-24T23:51:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000602,,2831097,,,
54930026L42F0R06CU47,FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONDRES,pt,Fundo de Investimento Referenciado di Londres,pt,PREVIOUS_LEGAL_NAME,,,,,,,,,,,,,,,,pt,AVENIDA PAULISTA 1111,,2 ANDAR PARTE,BELA VISTA,,São Paulo,BR-SP,BR,01311-200,pt,c/o BANCO CITIBANK S A AVENIDA PAULISTA 1111,c/o BANCO CITIBANK S A,2 ANDAR PARTE,BELA VISTA,,São Paulo,BR-SP,BR,01311-200,,,,,,,,,,,,,,,,,,,,,RA000822,,07.938.843/0001-82,BR,FUND,I4T1,,ACTIVE,2006-03-20T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:53:00+00:00,2023-05-11T14:13:46+00:00,ISSUED,2024-05-27T11:08:07+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000822,,07.938.843/0001-82,RA000681,,07.938.843/0001-82
54930026TGEL6FMSVS02,CITI LOAN FUNDING CORP 2 LLC,en,,,,,,,,,,,,,,,,,,,en,C/O CORPORATION SERVICE COMPANY,,251 LITTLE FALLS DRIVE,,,WILMINGTON,US-DE,US,19808,en,388 GREENWICH STREET,,,,,NEW YORK,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000602,,6394330,US-DE,GENERAL,HZEH,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-01T14:33:00.000Z,2023-08-04T15:40:25.342Z,LAPSED,2020-06-26T12:46:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000602,,6394330,,,
54930028RO2DI048IL25,CITI FUNDING BRIGADE SCF-BOSTON PATRIOT LLC,en,,,,,,,,,,,,,,,,,,,en,PO BOX 1093,,BOUNDARY HALL,CRICKET SQUARE,,GEORGE TOWN,,KY,KY1-1102,en,388 GREENWICH STREET,,,,,NEW YORK,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000086,,MC-3120,KY,GENERAL,MPUG,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-02T23:30:00.000+02:00,2023-08-03T19:50:38.872+02:00,LAPSED,2022-05-28T01:39:00.000+02:00,39120001KULK7200U106,PARTIALLY_CORROBORATED,RA000086,,MC-3120,,,
549300294NSTL04O0048,CITI VENTURES INC.,en,,,,,,,,,,,,,,,,,,,en,CORPORATION TRUST CENTER,c/o THE CORPORATION TRUST COMPANY,1209 ORANGE ST,,,WILMINGTON,US-DE,US,19801,en,CORPORATION TRUST CENTER,c/o THE CORPORATION TRUST COMPANY,1209 ORANGE ST,,,WILMINGTON,US-DE,US,19801,,,,,,,,,,,,,,,,,,,,,RA000602,,927468,US-DE,GENERAL,XTIQ,,ACTIVE,1981-12-03T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:51:00+00:00,2023-04-28T12:54:31+00:00,ISSUED,2024-05-27T14:17:14+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,927468,,,
54930029CZZDHSCN5565,CITI OVERSEAS INVESTMENTS BAHAMAS INC.,en,,,,,,,,,,,,,,,,,,,en,Ocean Centre Montagu Foreshore,c/o H & J CORPORATE SERVICES LTD.,East Bay Street,,,NASSAU,BS-NP,BS,SS-19084,en,Ocean Centre Montagu Foreshore,c/o H & J CORPORATE SERVICES LTD.,East Bay Street,,,NASSAU,BS-NP,BS,SS-19084,,,,,,,,,,,,,,,,,,,,,RA000020,,127914,BS,GENERAL,A9N4,,ACTIVE,2003-08-14T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-02T19:29:00+00:00,2023-04-26T11:52:42+00:00,ISSUED,2024-05-27T14:13:03+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000020,,127914,,,
5493002B0KDFEY2UD326,DINERS CLUB INTERNATIONAL (HONG KONG) LIMITED,en,大來信用証國際(香港)有限公司,zh,TRADING_OR_OPERATING_NAME,DINERS' CLUB (HONG KONG) LIMITED -THE-,en,PREVIOUS_LEGAL_NAME,,,,,,,,,,,,,en,"CITI TOWER, ONE BAY EAST, NO.83 HOI BUN ROAD",,"KWUN TONG, KOWLOON",,,HONG KONG,,HK,,en,"CITI TOWER, ONE BAY EAST, NO.83 HOI BUN ROAD",,"KWUN TONG, KOWLOON",,,HONG KONG,,HK,,,,,,,,,,,,,,,,,,,,,,RA000388,,0005500,HK,GENERAL,254M,,ACTIVE,1959-06-05T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:50:00+00:00,2023-05-03T07:01:25+00:00,ISSUED,2024-05-27T14:18:03+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000388,,0005500,,,
5493002B5N83BODGFP93,"CITICORP INSURANCE USA, INC.",en,,,,,,,,,,,,,,,,,,,en,100 BANK STREET STE 610,,,,,BURLINGTON,US-VT,US,05401,en,100 BANK STREET STE 610,,,,,BURLINGTON,US-VT,US,05401,,,,,,,,,,,,,,,,,,,,,RA000640,,0096119,US-VT,GENERAL,GZMZ,,ACTIVE,1985-05-28T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:54:00+00:00,2023-05-01T10:07:03+00:00,ISSUED,2024-05-27T14:17:24+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000640,,0096119,,,
5493002C66XOV4LN5P58,CITIGROUP GLOBAL MARKETS VEHICLE SECURITIES INC.,en,,,,,,,,,,,,,,,,,,,en,CORPORATION TRUST CENTER 1209 ORANGE ST,c/o THE CORPORATION TRUST COMPANY,,,,WILMINGTON,US-DE,US,19801,en,CORPORATION TRUST CENTER 1209 ORANGE ST,c/o THE CORPORATION TRUST COMPANY,,,,WILMINGTON,US-DE,US,19801,,,,,,,,,,,,,,,,,,,,,RA000602,,2818183,US-DE,GENERAL,XTIQ,,ACTIVE,1997-11-07T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:50:00+00:00,2023-04-22T08:08:10+00:00,ISSUED,2024-05-27T14:10:37+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,2818183,,,
5493002EYUI67R43BU71,Trust Agreement (COEX-560),en,,,,,,,,,,,,,,,,,,,en,388 Greenwich Street,,,,,New York,US-NY,US,10013,en,388 Greenwich Street,,,,,New York,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA999999,,,US-NY,FUND,8888,FUND,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-08T02:01:00.000Z,2023-08-04T15:41:04.546Z,LAPSED,2019-07-19T00:31:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,RA999999,,,,,
5493002FO2Q9EGLQ2416,Bloomberg Tradebook Europe Limited,en,,,,,,,,,,,,,,,,,,,en,3 Queen Victoria Street,,,,,London,,GB,EC4N 4TQ,en,3 Queen Victoria Street,,,,,London,,GB,EC4N 4TQ,,,,,,,,,,,,,,,,,,,,,RA000585,,03556095,GB,GENERAL,H0PO,,ACTIVE,1998-04-30T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-09T01:37:44.356Z,2024-01-08T15:39:03.128Z,ISSUED,2025-01-25T16:49:59.455Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,RA000585,,03556095,,,
5493002GOYC50142CL82,TELECOMUNICACIONES HOLDING MX S DE RL DE CV,es,,,,,,,,,,,,,,,,,,,es,Isabel La Catolica Numero 44,,Centro,,,Mexico City,MX-CMX,MX,06000,es,Isabel La Catolica Numero 44,,Centro,,,Mexico City,MX-CMX,MX,06000,,,,,,,,,,,,,,,,,,,,,RA000449,,THM0604188J0,MX,GENERAL,XLVZ,,ACTIVE,2006-04-18T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:53:00+00:00,2023-05-04T09:52:31+00:00,ISSUED,2024-05-27T14:30:02+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000449,,THM0604188J0,,,
5493002HX4USUN58HK78,CITIGROUP SECURITIES CLEARING AUSTRALIA LIMITED,en,EFFJUR LTD,en,PREVIOUS_LEGAL_NAME,CITICORP CARD SERVICES LTD,en,PREVIOUS_LEGAL_NAME,CARTE BLANCHE AUSTRALIA LTD,en,PREVIOUS_LEGAL_NAME,CITICORP EQUITY CAPITAL LIMITED,en,PREVIOUS_LEGAL_NAME,,,,,,,en,'CITIGROUP CENTRE',,2 PARK STREET,,,SYDNEY,AU-NSW,AU,2000,en,'CITIGROUP CENTRE',,2 PARK STREET,,,SYDNEY,AU-NSW,AU,2000,,,,,,,,,,,,,,,,,,,,,RA000014,,001 355 906,AU,GENERAL,R4KK,,ACTIVE,1976-04-21T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:56:00+00:00,2023-04-28T19:34:35+00:00,ISSUED,2024-05-27T14:17:22+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000014,,001 355 906,,,
5493002L83GJ7QK2FW34,CIB PROPERTIES LIMITED,en,HACKREMCO (NO.223) LIMITED,en,PREVIOUS_LEGAL_NAME,,,,,,,,,,,,,,,,en,Citigroup Centre,,Canada Square,Canary Wharf,,London,GB-LND,GB,E14 5LB,en,Citigroup Centre,,Canada Square,Canary Wharf,,London,GB-LND,GB,E14 5LB,,,,,,,,,,,,,,,,,,,,,RA000585,,01915885,GB,GENERAL,H0PO,,ACTIVE,1985-05-22T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:50:00+00:00,2023-05-01T14:20:14+00:00,ISSUED,2024-05-27T14:17:46+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000585,,01915885,,,
5493002LJC306QL0Q569,"CITI HELD FOR ASSET ISSUANCE, LLC",en,,,,,,,,,,,,,,,,,,,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,,,,,,,,,,,,,,,,,,,,,RA000602,,5780188,US-DE,GENERAL,HZEH,,ACTIVE,2015-07-07T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-01T14:32:00+00:00,2023-04-19T13:51:46+00:00,ISSUED,2024-05-27T14:09:01+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,5780188,,,
5493002M1VA0R031IT90,GRUPO FINANCIERO CITIBANAMEX SA DE CV,es,,,,,,,,,,,,,,,,,,,es,Isabel La Catolica Numero 44,,Colonia Centro (Área 1),Cuauhtemoc,,Mexico City,MX-CMX,MX,06000,es,Isabel La Catolica Numero 44,,Colonia Centro (Área 1),Cuauhtemoc,,Mexico City,MX-CMX,MX,06000,,,,,,,,,,,,,,,,,,,,,RA000449,,GFB910829266,MX,GENERAL,JGV1,,ACTIVE,1991-06-26T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:51:00+00:00,2023-05-11T14:10:12+00:00,ISSUED,2024-05-27T14:18:03+00:00,529900T8BM49AURSDO55,PARTIALLY_CORROBORATED,RA000449,,GFB910829266,,,
5493002NL3SNBB3P5T79,BOND COLLATERAL AGENCY GMBH,de,UNA 28. Equity Management GmbH,de,PREVIOUS_LEGAL_NAME,,,,,,,,,,,,,,,,de,THURN-UND-TAXIS-PLATZ 6,,,,,FRANKFURT AM MAIN,DE-HE,DE,60316,de,HAINER WEG 13-15,,,,,FRANKFURT AM MAIN,DE-HE,DE,60599,,,,,,,,,,,,,,,,,,,,,RA000242,,HRB 74157,DE,GENERAL,2HBR,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:49:00Z,2023-07-31T17:11:36.903Z,LAPSED,2020-06-30T02:54:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,RA000242,,HRB 74157,,,
5493002NQ7TPNEC1TO40,CITIGROUP GLOBAL MARKETS PACIFIC HOLDING COMPANY LLC,en,,,,,,,,,,,,,,,,,,,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,en,251 LITTLE FALLS DRIVE,c/o CORPORATION SERVICE COMPANY,,,,WILMINGTON,US-DE,US,19808,,,,,,,,,,,,,,,,,,,,,RA000602,,2171443,US-DE,GENERAL,HZEH,,ACTIVE,1988-09-02T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:55:00+00:00,2023-04-20T11:49:26+00:00,ISSUED,2024-05-27T14:09:03+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000602,,2171443,,,
5493002Q4UIXQGSO4I28,CSCAL NOMINEES PTY LIMITED,en,,,,,,,,,,,,,,,,,,,en,2 PARK STREET,,,,,SYDNEY,AU-NSW,AU,2000,en,2 PARK STREET,,,,,SYDNEY,AU-NSW,AU,2000,,,,,,,,,,,,,,,,,,,,,RA000014,,123 717 680,AU,GENERAL,TXVC,,ACTIVE,2007-02-01T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T01:54:00+00:00,2023-04-29T11:14:45+00:00,ISSUED,2024-05-27T14:17:24+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,RA000014,,123 717 680,,,
5493002SCNWXUMA7LE15,CITI LOAN FUNDING CAYENNE CFPI LLC,en,,,,,,,,,,,,,,,,,,,en,PO BOX 1093 BOUNDARY HALL,,,,,GEORGE TOWN,,KY,KY1-1102,en,388 GREENWICH STREET,,,,,NEW YORK,US-NY,US,10013,,,,,,,,,,,,,,,,,,,,,RA000086,,MC-2072,KY,GENERAL,MPUG,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-02T16:34:00.000+02:00,2023-08-03T19:51:23.168+02:00,LAPSED,2022-05-27T22:19:00.000+02:00,39120001KULK7200U106,PARTIALLY_CORROBORATED,RA000086,,MC-2072,,,
